Nombre de nœuds,Temps moyen (secondes)
10,0.000001
20,0.000001
30,0.000001
40,0.000001
50,0.000001
60,0.000001
70,0.000001
80,0.000001
90,0.000001
100,0.000001
110,0.000001
120,0.000001
130,0.000001
140,0.000001
150,0.000001
160,0.000001
170,0.000001
180,0.000001
190,0.000001
200,0.000001
210,0.000001
220,0.000001
230,0.000001
240,0.000001
250,0.000001
260,0.000001
270,0.000001
280,0.000001
290,0.000001
300,0.000001
310,0.000001
320,0.000001
330,0.000001
340,0.000001
350,0.000001
360,0.000001
370,0.000001
380,0.000001
390,0.000001
400,0.000001
410,0.000001
420,0.000001
430,0.000001
440,0.000001
450,0.000001
460,0.000001
470,0.000001
480,0.000001
490,0.000001
500,0.000001
510,0.000001
520,0.000001
530,0.000001
540,0.000001
550,0.000001
560,0.000001
570,0.000001
580,0.000001
590,0.000001
600,0.000001
610,0.000001
620,0.000001
630,0.000001
640,0.000001
650,0.000001
660,0.000001
670,0.000001
680,0.000001
690,0.000001
700,0.000001
710,0.000001
720,0.000001
730,0.000001
740,0.000001
750,0.000001
760,0.000001
770,0.000001
780,0.000001
790,0.000001
800,0.000001
810,0.000001
820,0.000001
830,0.000001
840,0.000001
850,0.000001
860,0.000001
870,0.000001
880,0.000001
890,0.000001
900,0.000001
910,0.000001
920,0.000001
930,0.000001
940,0.000001
950,0.000001
960,0.000001
970,0.000001
980,0.000001
990,0.000001
1000,0.000001
1010,0.000001
1020,0.000001
1030,0.000001
1040,0.000001
1050,0.000001
1060,0.000001
1070,0.000001
1080,0.000001
1090,0.000001
1100,0.000001
1110,0.000001
1120,0.000001
1130,0.000001
1140,0.000001
1150,0.000001
1160,0.000001
1170,0.000001
1180,0.000001
1190,0.000001
1200,0.000001
1210,0.000001
1220,0.000001
1230,0.000001
1240,0.000001
1250,0.000001
1260,0.000001
1270,0.000001
1280,0.000001
1290,0.000001
1300,0.000001
1310,0.000001
1320,0.000001
1330,0.000001
1340,0.000001
1350,0.000001
1360,0.000001
1370,0.000001
1380,0.000001
1390,0.000001
1400,0.000001
1410,0.000001
1420,0.000001
1430,0.000001
1440,0.000001
1450,0.000001
1460,0.000001
1470,0.000001
1480,0.000001
1490,0.000001
1500,0.000001
1510,0.000001
1520,0.000001
1530,0.000001
1540,0.000001
1550,0.000001
1560,0.000001
1570,0.000003
1580,0.000001
1590,0.000001
1600,0.000001
1610,0.000001
1620,0.000001
1630,0.000001
1640,0.000001
1650,0.000001
1660,0.000001
1670,0.000001
1680,0.000001
1690,0.000001
1700,0.000001
1710,0.000001
1720,0.000001
1730,0.000001
1740,0.000001
1750,0.000001
1760,0.000001
1770,0.000001
1780,0.000001
1790,0.000001
1800,0.000001
1810,0.000001
1820,0.000001
1830,0.000001
1840,0.000001
1850,0.000001
1860,0.000001
1870,0.000001
1880,0.000001
1890,0.000001
1900,0.000001
1910,0.000001
1920,0.000001
1930,0.000001
1940,0.000001
1950,0.000001
1960,0.000001
1970,0.000001
1980,0.000001
1990,0.000001
2000,0.000001
2010,0.000001
2020,0.000001
2030,0.000001
2040,0.000001
2050,0.000001
2060,0.000001
2070,0.000001
2080,0.000001
2090,0.000001
2100,0.000001
2110,0.000001
2120,0.000001
2130,0.000001
2140,0.000001
2150,0.000001
2160,0.000001
2170,0.000001
2180,0.000001
2190,0.000001
2200,0.000001
2210,0.000001
2220,0.000001
2230,0.000001
2240,0.000001
2250,0.000001
2260,0.000001
2270,0.000001
2280,0.000001
2290,0.000001
2300,0.000001
2310,0.000001
2320,0.000001
2330,0.000001
2340,0.000001
2350,0.000001
2360,0.000001
2370,0.000001
2380,0.000001
2390,0.000001
2400,0.000001
2410,0.000001
2420,0.000001
2430,0.000001
2440,0.000001
2450,0.000001
2460,0.000001
2470,0.000001
2480,0.000001
2490,0.000001
2500,0.000001
2510,0.000001
2520,0.000001
2530,0.000001
2540,0.000001
2550,0.000001
2560,0.000001
2570,0.000001
2580,0.000001
2590,0.000001
2600,0.000001
2610,0.000001
2620,0.000001
2630,0.000001
2640,0.000001
2650,0.000001
2660,0.000001
2670,0.000001
2680,0.000001
2690,0.000001
2700,0.000001
2710,0.000001
2720,0.000001
2730,0.000001
2740,0.000001
2750,0.000001
2760,0.000001
2770,0.000001
2780,0.000001
2790,0.000001
2800,0.000001
2810,0.000001
2820,0.000001
2830,0.000001
2840,0.000001
2850,0.000001
2860,0.000001
2870,0.000001
2880,0.000001
2890,0.000001
2900,0.000001
2910,0.000001
2920,0.000001
2930,0.000001
2940,0.000001
2950,0.000001
2960,0.000001
2970,0.000001
2980,0.000001
2990,0.000001
3000,0.000001
3010,0.000001
3020,0.000001
3030,0.000001
3040,0.000001
3050,0.000001
3060,0.000001
3070,0.000001
3080,0.000001
3090,0.000001
3100,0.000001
3110,0.000001
3120,0.000001
3130,0.000001
3140,0.000001
3150,0.000001
3160,0.000001
3170,0.000001
3180,0.000001
3190,0.000001
3200,0.000001
3210,0.000001
3220,0.000001
3230,0.000001
3240,0.000001
3250,0.000001
3260,0.000001
3270,0.000001
3280,0.000001
3290,0.000001
3300,0.000001
3310,0.000001
3320,0.000001
3330,0.000001
3340,0.000001
3350,0.000001
3360,0.000001
3370,0.000001
3380,0.000001
3390,0.000001
3400,0.000001
3410,0.000001
3420,0.000001
3430,0.000001
3440,0.000001
3450,0.000001
3460,0.000001
3470,0.000001
3480,0.000001
3490,0.000001
3500,0.000001
3510,0.000001
3520,0.000001
3530,0.000001
3540,0.000001
3550,0.000001
3560,0.000001
3570,0.000001
3580,0.000001
3590,0.000001
3600,0.000001
3610,0.000001
3620,0.000001
3630,0.000001
3640,0.000001
3650,0.000001
3660,0.000001
3670,0.000001
3680,0.000002
3690,0.000001
3700,0.000001
3710,0.000001
3720,0.000001
3730,0.000001
3740,0.000001
3750,0.000001
3760,0.000001
3770,0.000001
3780,0.000001
3790,0.000001
3800,0.000001
3810,0.000001
3820,0.000001
3830,0.000001
3840,0.000001
3850,0.000001
3860,0.000001
3870,0.000001
3880,0.000001
3890,0.000001
3900,0.000001
3910,0.000001
3920,0.000001
3930,0.000001
3940,0.000001
3950,0.000001
3960,0.000001
3970,0.000001
3980,0.000001
3990,0.000001
4000,0.000001
4010,0.000001
4020,0.000001
4030,0.000001
4040,0.000001
4050,0.000001
4060,0.000001
4070,0.000001
4080,0.000001
4090,0.000001
4100,0.000001
4110,0.000001
4120,0.000001
4130,0.000001
4140,0.000001
4150,0.000001
4160,0.000001
4170,0.000001
4180,0.000001
4190,0.000001
4200,0.000001
4210,0.000001
4220,0.000001
4230,0.000001
4240,0.000001
4250,0.000001
4260,0.000001
4270,0.000001
4280,0.000001
4290,0.000001
4300,0.000001
4310,0.000001
4320,0.000001
4330,0.000001
4340,0.000001
4350,0.000001
4360,0.000001
4370,0.000001
4380,0.000001
4390,0.000001
4400,0.000001
4410,0.000001
4420,0.000001
4430,0.000001
4440,0.000002
4450,0.000001
4460,0.000001
4470,0.000001
4480,0.000001
4490,0.000001
4500,0.000001
4510,0.000001
4520,0.000001
4530,0.000001
4540,0.000001
4550,0.000001
4560,0.000001
4570,0.000001
4580,0.000001
4590,0.000001
4600,0.000001
4610,0.000001
4620,0.000001
4630,0.000001
4640,0.000001
4650,0.000001
4660,0.000001
4670,0.000001
4680,0.000001
